index,Song,Artist,All Chords,Chords,Label,Link
1908,spoke-in-the-wheel,black-label-society,"['C', 'G', 'Am', 'C', 'G', 'Em7', 'C', 'G', 'Am', 'C', 'G', 'Em7', 'C', 'G', 'A', 'C', 'G', 'A', 'C', 'G', 'A', 'C', 'G', 'Em7', 'A']","A,C,Am,Em7,G",advanced,https://tabs.ultimate-guitar.com/tab/black-label-society/spoke-in-the-wheel-chords-480020
1909,goodmorning,bleachers,"['D', 'F#', 'Bm', 'A', 'G', 'F#', 'A', 'D', 'A', 'Bm', 'A', 'G', 'F#', 'Em', 'A', 'D', 'Bm', 'A', 'G', 'F#', 'Em', 'A', 'D', 'Bm', 'A', 'G', 'Em', 'A', 'D', 'F#', 'Bm', 'D', 'G', 'F#', 'A', 'D', 'F#', 'Bm', 'D', 'G', 'F#', 'A', 'D', 'Bm', 'A', 'G', 'D', 'Em', 'A', 'D', 'C#', 'Bm', 'A', 'G', 'F#', 'Em', 'A', 'D', 'Bm', 'A', 'G', 'Em', 'A', 'D', 'F#', 'Bm', 'D', 'G', 'F#', 'A', 'D', 'F#', 'Bm', 'D', 'G', 'F#', 'A', 'D', 'D', 'Bm', 'A', 'G', 'D', 'Em', 'A', 'D', 'Bm', 'D', 'G', 'F#', 'E', 'A']","Em,A,F#,E,Bm,D,G,C#",advanced,https://tabs.ultimate-guitar.com/tab/bleachers/goodmorning-chords-2034291
1910,mustang-sally,wilson-pickett,"['C', 'C7', 'C', 'C7', 'C', 'C7', 'C', 'C7', 'C', 'C7', 'C', 'F', 'F7', 'F', 'C', 'C7', 'C', 'C7', 'G', 'G', 'G', 'F', 'C', 'C7', 'C', 'C7', 'C7', 'C', 'C7', 'C', 'C7', 'C', 'C7', 'C', 'C7', 'C', 'C7', 'C', 'F', 'F7', 'F', 'F', 'F7', 'F', 'C7', 'C', 'C7', 'C', 'C7', 'C', 'G', 'G', 'G', 'F', 'C', 'C7', 'C', 'C7', 'C', 'C7', 'C', 'C7', 'C', 'C7', 'F', 'F7', 'F', 'C', 'C7', 'C', 'C7', 'G', 'G', 'G', 'F', 'C', 'C7', 'C', 'C7', 'C7', 'C', 'C7', 'C', 'C7', 'C', 'C7', 'C', 'C7', 'C', 'C7']","F7,C,C7,G,F",intermediate,https://tabs.ultimate-guitar.com/tab/wilson-pickett/mustang-sally-chords-1402487
1911,dance-monkey,tones-and-i,"['Em', 'C', 'D', 'Bm', 'Em', 'C', 'D', 'Bm', 'Em', 'C', 'D', 'Bm', 'Em', 'C', 'D', 'Bm', 'Em', 'C', 'D', 'Em', 'C', 'D', 'Bm', 'Em', 'C', 'D', 'Bm', 'Em', 'C', 'D', 'Bm', 'Em', 'C', 'D', 'Bm', 'Em', 'C', 'D', 'Bm', 'Em', 'C', 'D', 'Em', 'C', 'D', 'Bm', 'Em', 'C', 'D', 'Bm', 'Em', 'C', 'D', 'Bm', 'Em', 'C', 'D', 'Bm', 'Em', 'C', 'D', 'Bm', 'Em', 'C', 'D', 'Em', 'C', 'D', 'Bm', 'Em', 'C', 'D', 'Bm', 'Em', 'C', 'D', 'Bm', 'Em', 'C']","Em,D,Bm,C",novice,https://tabs.ultimate-guitar.com/tab/tones-and-i/dance-monkey-chords-2851940
1912,lonely-day,system-of-a-down,"['Am', 'F', 'C', 'E7', 'Am', 'F', 'C', 'E7', 'Am', 'F', 'C', 'E7', 'Am', 'F', 'C', 'E7', 'Am', 'F', 'C', 'E7', 'Am', 'F', 'C', 'E7', 'Am', 'F', 'C', 'E7', 'Am', 'F', 'C', 'E7', 'Am', 'F', 'C', 'E7', 'Am', 'F', 'C', 'E7', 'Am', 'F', 'C', 'E7', 'F', 'E7', 'G', 'Am', 'F', 'E7', 'G', 'Am', 'F', 'E7', 'Am', 'F', 'C', 'E7', 'Am', 'F', 'C', 'E7', 'Am', 'F', 'C', 'E7', 'Am', 'F', 'C', 'E7', 'Am', 'F', 'C', 'E7', 'Am', 'F', 'C', 'E7', 'Am', 'F', 'C']","C,Am,G,E7,F",novice,https://tabs.ultimate-guitar.com/tab/system-of-a-down/lonely-day-chords-328133
1913,future-days,pearl-jam,"['C', 'F', 'C', 'F', 'C', 'C', 'F', 'C', 'C', 'F', 'C', 'C', 'F', 'C', 'C', 'C/B', 'C', 'F', 'C', 'C', 'C/B', 'Am', 'F', 'C', 'C', 'G', 'Am', 'G', 'C', 'G', 'Am', 'F', 'G', 'C', 'C/B', 'C', 'F', 'C', 'C', 'C/B', 'Am', 'F', 'C', 'F', 'C', 'F']","C,Am,C/B,G,F",novice,https://tabs.ultimate-guitar.com/tab/pearl-jam/future-days-chords-1425198
1914,the-a-team,ed-sheeran,"['G', 'G', 'D', 'Em', 'C', 'G', 'G', 'D', 'Em', 'C', 'G', 'G', 'D', 'Em', 'C', 'G', 'Am', 'C', 'G', 'D', 'Am', 'C', 'G', 'D', 'Em', 'C', 'G', 'Em', 'C', 'G', 'Em', 'C', 'G', 'Em', 'C', 'G', 'Em', 'C', 'G', 'Em', 'C', 'G', 'G', 'D', 'Em', 'C', 'G', 'G', 'D', 'Em', 'C', 'G', 'Am', 'C', 'G', 'D', 'Am', 'C', 'G', 'D', 'Em', 'C', 'G', 'Em', 'C', 'G', 'Em', 'C', 'G', 'Em', 'C', 'G', 'Am', 'Am', 'C', 'Em', 'G', 'Am', 'C', 'Em', 'C', 'G', 'Am', 'C', 'G', 'D', 'Am', 'C', 'G', 'D', 'Em', 'C', 'G', 'Em', 'C', 'G', 'Em', 'C', 'G', 'Em', 'C', 'G', 'Em', 'C', 'G', 'Em', 'C', 'G', 'Em', 'C', 'G', 'Em', 'C', 'G', 'D']","Em,C,Am,D,G",novice,https://tabs.ultimate-guitar.com/tab/ed-sheeran/the-a-team-chords-1082501
1915,pretender,official-hige-dandism,"['G#add9', 'G#add9', 'G#add9', 'D#add9/G', 'Caug', 'C7', 'Fm7', 'A#m7', 'A#m7/D#', 'G#', 'D#add9/G', 'C7(b9)', 'Fm7', 'A#9', 'A#m9', 'C#M7', 'C#M7/D', 'G#', 'D#add9/G', 'C7(b9)', 'Fm7', 'A#9', 'A#m9', 'C#M7/D', 'G#add9', 'C#9', 'C7(b9)', 'Fm7', 'D#m7', 'D#m7/G#', 'C#M9', 'C7(b9)', 'Fm7', 'Em7', 'D#m7', 'Dm7-5', 'C#M9', 'C7(#9)', 'C7(b9)', 'Fm7', 'D#m9', 'G#9', 'C#M9', 'C7(b9)', 'Fm7', 'Dm7-5', 'A#m7', 'A#m7/D#', 'G#', 'D#add9/G', 'C7/E', 'Fm9', 'D#m11', 'D#m7/G#', 'G#7', 'C#M9', 'Cm7', 'G#add9/A#', 'A#m7/D#', 'A#m7-5/D#', 'G#', 'D#add9', 'C7/E', 'Fm9', 'D#m11', 'D#m7/G', 'G#7', 'C#M7', 'Cm7', 'D#sus4/A#', 'D#', 'G#add9', 'G#', 'D#add9/G', 'C7(b9)', 'Fm7', 'A#9', 'A#m9', 'C#M7/D#', 'G#add9', 'C#M9', 'C7(b9)', 'Fm7', 'D#m7', 'D#m7/G#', 'C#M9', 'C7(b9)', 'Fm7', 'Em7', 'D#m7', 'Dm7-5', 'C#M9', 'C7(#9)', 'C7(b9)', 'Fm7', 'D#m9', 'G#9', 'C#M9', 'C7(b9)', 'Fm7', 'Dm7-5', 'A#m7', 'A#m7/D', 'G#', 'D#add9/G', 'C7/E', 'Fm9', 'D#m11', 'D#m7/G#', 'G#7', 'C#M9', 'Cm7', 'D#sus4/A#', 'D#7sus4', 'C#M9', 'C#m6', 'Cm7', 'Cm7', 'C7(b9)', 'Fm7', 'A#7', 'D#sus4', 'D#', 'G#', 'D#add9/G', 'C7/E', 'Fm9', 'D#m11', 'D#m7/G', 'G#7', 'C#M9', 'Cm7', 'G#add9/A#', 'A#m7/D#', 'A#m7-5/D#', 'G#', 'D#add9/G', 'C7/E', 'Fm9', 'D#m11', 'D#m7/G#', 'G#7', 'C#M9', 'Cm7', 'D#sus4/A#', 'D', 'D#', 'C#M9', 'G#/C', 'A#m11', 'C7', 'Fm', 'G#/D#', 'C#M9', 'G#/C', 'A#m11', 'A#m7/D#', 'G#add9', 'D#/G', 'C7', 'Fm7', 'A#7', 'A#m7', 'A#m7/D#']","A#m7-5/D#,A#m11,G#/C,C#M7,D#m9,C#M7/D,D#,D,G#/D#,C7,C#M7/D#,Caug,A#m7,D#m7,G#7,D#m7/G#,G#,D#sus4,Fm9,A#m9,G#9,D#7sus4,A#7,D#m11,Fm7,Fm,A#9,D#m7/G,Cm7,D#/G,C#M9,C#9,C7(b9),D#sus4/A#,D#add9/G,A#m7/D#,A#m7/D,C7/E,D#add9,C#m6,Dm7-5,Em7,G#add9,G#add9/A#,C7(#9)",advanced,https://tabs.ultimate-guitar.com/tab/official-hige-dandism/pretender-chords-3137081
1916,brandy,looking-glass,"['C#m', 'F#m', 'C#m', 'A', 'C#m', 'A', 'E', 'B', 'A', 'E', 'A', 'E', 'G#m', 'C#m', 'F#m', 'D', 'A', 'E', 'G#m', 'C#m', 'F#m', 'A', 'E', 'E', 'G#m', 'C#m', 'F#m', 'D', 'A', 'E', 'G#m', 'C#m', 'F#m', 'A', 'E', 'C#m', 'A', 'C#m', 'A', 'E', 'B/E', 'A', 'E', 'A', 'E', 'G#m', 'C#m', 'F#m', 'A', 'D', 'A', 'E', 'G#m', 'C#m', 'F#m', 'A', 'E', 'E', 'G#m', 'C#m', 'F#m', 'D', 'A', 'E', 'G#m', 'C#m', 'F#m', 'A', 'E', 'C#m', 'A', 'C#m', 'A', 'E', 'B/E', 'A', 'E', 'A', 'C#m', 'E/B', 'A', 'B', 'C#m', 'E/B', 'A', 'B', 'C#m', 'D', 'C#m', 'A', 'E', 'B/E', 'A', 'E', 'A', 'E', 'G#m', 'C#m', 'F#m', 'A', 'D', 'A', 'E', 'G#m', 'C#m', 'F#m', 'A', 'E', 'C#m', 'A', 'C#m', 'A', 'E', 'B/E', 'A', 'E', 'A', 'C#m', 'A', 'C#m', 'A', 'E', 'B/E', 'A', 'E', 'A', 'A']","A,F#m,E/B,D,E,B,B/E,C#m,G#m",intermediate,https://tabs.ultimate-guitar.com/tab/looking-glass/brandy-chords-1185866
1917,the-hurt,kalapana,"['E7sus', 'AM7', 'C#m', 'D', 'F#m', 'E', 'AM7', 'F#m', 'E', 'AM7', 'C#m', 'D', 'F#m', 'E', 'AM7', 'F#m', 'E', 'AM7', 'DM7', 'AM7', 'DM7', 'AM7', 'DM7', 'Esus', 'E', 'E7', 'AM7', 'DM7', 'AM7', 'DM7', 'AM7', 'DM7', 'Esus', 'E', 'E7', 'AM7', 'C#m', 'DM7', 'F#m', 'E', 'AM7', 'F#m', 'E', 'E7', 'AM7', 'DM7', 'AM7', 'DM7', 'AM7', 'DM7', 'Esus', 'E', 'E7', 'AM7', 'DM7', 'AM7', 'DM7', 'AM7', 'DM7', 'Esus', 'E', 'E7', 'DM7', 'Dm7', 'CM7', 'FM7', 'Bm7', 'E7', 'E7sus', 'AM7', 'C#m', 'DM7', 'F#m', 'E', 'AM7', 'F#m', 'E', 'E7', 'AM7', 'DM7', 'AM7', 'DM7', 'AM7', 'DM7', 'Esus', 'E', 'E7', 'AM7', 'DM7', 'AM7', 'DM7', 'AM7', 'DM7', 'Esus', 'E', 'E7', 'E7', 'E7', 'E7', 'E7', 'E7', 'E7', 'E7', 'AM7', 'DM7', 'AM7', 'DM7', 'AM7', 'DM7', 'Esus', 'E', 'E7', 'AM7']","Bm7,Dm7,FM7,F#m,DM7,D,E,CM7,AM7,E7sus,Esus,C#m,E7",advanced,https://tabs.ultimate-guitar.com/tab/kalapana/the-hurt-chords-656992
1918,all-of-the-stars,ed-sheeran,"['Cadd9', 'G', 'Em', 'D', 'Cadd9', 'G', 'D', 'Cadd9', 'G', 'Em', 'D', 'Cadd9', 'G', 'D', 'Cadd9', 'G', 'Em', 'D', 'Cadd9', 'G', 'D', 'Cadd9', 'G', 'Em', 'D', 'Cadd9', 'G', 'D', 'G', 'D', 'Em', 'Cadd9', 'G', 'D', 'Em', 'Cadd9', 'G', 'D', 'G', 'Cadd9', 'G', 'Em', 'D', 'Cadd9', 'G', 'D', 'Cadd9', 'G', 'Em', 'D', 'Cadd9', 'G', 'D', 'Cadd9', 'G', 'Em', 'D', 'Cadd9', 'G', 'D', 'Cadd9', 'G', 'Em', 'D', 'Cadd9', 'G', 'D', 'G', 'D', 'Em', 'Cadd9', 'G', 'D', 'Em', 'Cadd9', 'G', 'D', 'G', 'Cadd9', 'D', 'Em', 'G', 'Cadd9', 'D', 'Em', 'G', 'Cadd9', 'G', 'Em', 'D']","Em,Cadd9,D,G",novice,https://tabs.ultimate-guitar.com/tab/ed-sheeran/all-of-the-stars-chords-1483219
1919,harvest,neil-young,"['D', 'A', 'D', 'A', 'G', 'D', 'A', 'G', 'A', 'Bm', 'E', 'D', 'A', 'D', 'D', 'A', 'G', 'D', 'A', 'G', 'A', 'Bm', 'E', 'D', 'A', 'D', 'D', 'A', 'G', 'D', 'A', 'G', 'A', 'Bm', 'E', 'D', 'A', 'D', 'D', 'A', 'G', 'D', 'A', 'G', 'A', 'Bm', 'E', 'D', 'A', 'D', 'D', 'A', 'G', 'D', 'A', 'G', 'A', 'Bm', 'E', 'D', 'A', 'D', 'D', 'A', 'G', 'D', 'A', 'G', 'A', 'Bm', 'E', 'D', 'A', 'D', 'G', 'A', 'Bm', 'E', 'D', 'A']","A,E,Bm,D,G",intermediate,https://tabs.ultimate-guitar.com/tab/neil-young/harvest-chords-1045545
1920,the-greatest-showman-a-million-dreams,misc-soundtrack,"['G', 'D/F#', 'Em', 'C', 'G', 'D/F#', 'C', 'C', 'G', 'D/F#', 'Em', 'C', 'G', 'D/F#', 'C', 'G', 'D/F#', 'Em', 'C', 'G', 'D/F#', 'C', 'D', 'Em', 'C', 'D', 'Em', 'G/B', 'C', 'D', 'Em', 'C', 'D', 'Em', 'G/B', 'C', 'G', 'D', 'Am', 'C', 'G', 'D', 'Am', 'C', 'G', 'D/F#', 'Em', 'C', 'G', 'D/F#', 'C', 'C', 'G', 'D/F#', 'Em', 'C', 'G', 'D/F#', 'C', 'G', 'D/F#', 'Em', 'C', 'G', 'D', 'C', 'D', 'Em', 'D/F#', 'C', 'D', 'Em', 'G/B', 'C', 'D', 'Em', 'D', 'C', 'D', 'Em', 'G/B', 'C', 'G', 'D', 'Am', 'C', 'G', 'D', 'Am', 'C', 'Em', 'Em/D#', 'Em/D', 'A/C#', 'C', 'G', 'B7', 'Em', 'Em/D#', 'Em/D', 'A/C#', 'C', 'G/B', 'C', 'D', 'G', 'D/F#', 'Am', 'C', 'G', 'D', 'Am', 'C', 'C', 'G', 'D/F#', 'Em', 'C', 'G', 'D/F#', 'C', 'G', 'D/F#', 'Em', 'C', 'G', 'D/F#', 'C']","Em,C,B7,Am,G,Em/D,A/C#,G/B,Em/D#,D,D/F#",novice,https://tabs.ultimate-guitar.com/tab/misc-soundtrack/the-greatest-showman-a-million-dreams-chords-2263221
1921,money-for-nothing,dire-straits,"['Gm7', 'C', 'Gm7', 'Bb', 'C', 'Gm7', 'Gm7', 'F', 'Gm7', 'Gm7', 'C', 'Gm7', 'Bb', 'C', 'Gm7', 'F', 'Gm7', 'Gm7', 'C', 'Gm7', 'Bb', 'C', 'Gm7', 'F', 'Gm7', 'Eb', 'Bb', 'Eb', 'F', 'Gm7', 'C', 'D', 'E', 'Gm7', 'C', 'Gm7', 'Bb', 'C', 'Gm7', 'F', 'Gm7', 'Eb', 'Bb', 'Eb', 'F', 'Gm7', 'C', 'D', 'E', 'Gm7', 'C', 'Gm7', 'Bb', 'C', 'Gm7', 'Gm7', 'F', 'Gm7', 'Eb', 'Bb', 'Eb', 'F', 'Gm7', 'C', 'D', 'E', 'Gm7', 'C', 'Gm7', 'Bb', 'C', 'Gm7', 'F', 'C', 'Gm7', 'C', 'Gm7', 'Bb', 'C', 'Gm7', 'F', 'Gm7', 'Eb', 'Bb', 'Eb', 'F', 'Gm7', 'C', 'D', 'E', 'Gm7', 'C', 'Gm7', 'Bb', 'C', 'Gm7', 'Gm7', 'F', 'Gm7', 'Gm7', 'C', 'Gm7', 'Bb', 'C', 'Gm7', 'F', 'Gm7', 'Gm7', 'C', 'Gm7', 'Bb', 'C', 'Gm7', 'F']","C,E,Eb,Bb,Gm7,D,F",intermediate,https://tabs.ultimate-guitar.com/tab/dire-straits/money-for-nothing-chords-282638
1922,xanny,billie-eilish,"['A', 'E', 'Bm', 'Dm', 'A', 'E', 'Bm', 'Dm', 'F#m', 'Faug', 'A/E', 'B7/D#', 'Bm', 'F#m', 'Faug', 'A/E', 'B7/D#', 'Bm', 'A', 'E', 'Bm', 'Dm', 'A', 'E', 'Bm', 'Dm', 'F#m', 'Faug', 'A/E', 'B7/D#', 'Bm', 'F#m', 'Faug', 'A/E', 'B7/D#', 'Bm', 'E', 'E7', 'Bm', 'E', 'E7', 'F#m', 'Faug', 'A/E', 'D#m7b5', 'Bm', 'E', 'E7', 'F#m', 'Faug', 'A/E', 'D#m7b5', 'Bm', 'E', 'A', 'E', 'Bm', 'A', 'E', 'F#m', 'Faug', 'Amaj7', 'D/A', 'A', 'A', 'E7', 'D']","A,F#m,Dm,A/E,E,D/A,B7/D#,D,D#m7b5,Faug,Amaj7,Bm,E7",intermediate,https://tabs.ultimate-guitar.com/tab/billie-eilish/xanny-chords-2647539
1923,masterpiece,jessie-j,"['Cm', 'Cm', 'Cm', 'Cm', 'Eb', 'Ab', 'Cm', 'Bb', 'Cm', 'Cm', 'Cm', 'Cm', 'Eb', 'Ab', 'Cm', 'Cm', 'Bb', 'Cm', 'Cm', 'Cm', 'Eb', 'Ab', 'Ab', 'Cm', 'Bb', 'Eb', 'Fm', 'Bb', 'Bb', 'Cm', 'Fm', 'Eb', 'Ab', 'Ab', 'Eb', 'Eb', 'Fm', 'Bb', 'Bb', 'Cm', 'Fm', 'Fm', 'Eb', 'Ab', 'Ab', 'Fm', 'Fm', 'Eb', 'Ab', 'Ab', 'Fm', 'Fm', 'Eb', 'Ab', 'Ab', 'Cm', 'Cm', 'Cm', 'Cm', 'Eb', 'Ab', 'Ab', 'Cm', 'Cm', 'Bb', 'Cm', 'Cm', 'Cm', 'Cm', 'Eb', 'Ab', 'Ab', 'Cm', 'Bb', 'Eb', 'Fm', 'Bb', 'Bb', 'Cm', 'Fm', 'Eb', 'Ab', 'Ab', 'Eb', 'Eb', 'Fm', 'Bb', 'Bb', 'Cm', 'Fm', 'Fm', 'Eb', 'Ab', 'Ab', 'Fm', 'Fm', 'Eb', 'Ab', 'Ab', 'Fm', 'Fm', 'Eb', 'Ab', 'Ab', 'Eb', 'Fm', 'Bb', 'Bb', 'Cm', 'Fm', 'Eb', 'Ab', 'Ab', 'Ab', 'Ab', 'Eb', 'Fm', 'Bb', 'Bb', 'Cm', 'Fm', 'Eb', 'Ab', 'Ab', 'Eb', 'Eb', 'Fm', 'Bb', 'Bb', 'Cm', 'Fm', 'Fm', 'Eb', 'Ab', 'Ab', 'Fm', 'Fm', 'Eb', 'Ab', 'Ab', 'Fm', 'Fm', 'Eb', 'Ab', 'Ab']","Cm,Fm,Eb,Ab,Bb",advanced,https://tabs.ultimate-guitar.com/tab/jessie-j/masterpiece-chords-1692167
1924,american-girl,tom-petty-and-the-heartbreakers,"['D', 'E7', 'E7', 'G', 'G', 'A', 'A', 'D', 'D', 'E7', 'E7', 'G', 'G', 'A7', 'A7', 'D', 'E7', 'G', 'A', 'D', 'E7', 'G', 'A', 'A', 'D', 'G', 'Em', 'A', 'G', 'A', 'D', 'Bm', 'G', 'A', 'D', 'D', 'E7', 'G', 'A', 'D', 'E7', 'G', 'A', 'A', 'D', 'G', 'Em', 'A', 'G', 'A', 'D', 'Bm', 'G', 'A', 'D', 'G', 'G', 'G', 'G', 'G#', 'A', 'D', 'G', 'G', 'G', 'G', 'G#', 'A', 'D', 'G', 'G', 'G', 'G', 'G#', 'A', 'D', 'G', 'G', 'G', 'A', 'A', 'A', 'D', 'E7', 'G']","Em,A,E7,G#,Bm,D,G,A7",novice,https://tabs.ultimate-guitar.com/tab/tom-petty-and-the-heartbreakers/american-girl-chords-1142372
1925,at-my-worst,pink-sweat,"['C', 'Am', 'Dm', 'G', 'C', 'Am', 'Dm', 'G', 'C', 'Am', 'Dm', 'G', 'C', 'Am', 'Dm', 'G', 'C', 'Am', 'Dm', 'G', 'C', 'Am', 'Dm', 'G', 'C', 'Am', 'Dm', 'G', 'C', 'Am', 'Dm', 'G', 'C', 'Am', 'Dm', 'G', 'C', 'Am', 'Dm', 'G', 'C', 'Am', 'Dm', 'G', 'C', 'Am', 'Dm', 'G', 'C', 'Am', 'Dm', 'G', 'C', 'Am', 'Dm', 'G', 'C', 'Am', 'Dm', 'G', 'C', 'Am', 'Dm']","Dm,C,G,Am",novice,https://tabs.ultimate-guitar.com/tab/pink-sweat/at-my-worst-chords-3256316
1926,hey-hey-my-my-into-the-black,neil-young,"['Am', 'G', 'Fmaj7', 'Am', 'G', 'Fmaj7', 'Am7', 'G', 'Fmaj7', 'Am7', 'G', 'Fmaj7', 'C', 'Em', 'Em7', 'Am', 'F', 'Am7', 'G', 'Fmaj7', 'Am7', 'G', 'Fmaj7', 'Am7', 'G', 'Fmaj7', 'C', 'Em', 'Em7', 'Am', 'F', 'Am7', 'G', 'Fmaj7', 'Am7', 'G', 'Fmaj7', 'Am7', 'G', 'Fmaj7', 'C', 'Em', 'Em7', 'Am', 'F', 'Am7', 'G', 'Fmaj7', 'Am7', 'G', 'Fmaj7', 'Am7', 'G', 'Fmaj7', 'C', 'Em', 'Em7', 'Am']","Em,C,Am7,Am,Em7,Fmaj7,G,F",intermediate,https://tabs.ultimate-guitar.com/tab/neil-young/hey-hey-my-my-into-the-black-chords-1721232
1927,goodbye-girl,david-gates,"['Eb', 'Gm7', 'Ab', 'Bb7', 'Eb', 'Gm7', 'Ab', 'Bb7', 'Eb', 'Gm7', 'Cm', 'Gm7', 'Fm7', 'Cm7', 'Abmaj7', 'Bb', 'Eb', 'Gm7', 'Cm', 'Gm7', 'Fm7', 'Cm7', 'Gm7', 'Ab/Bb', 'Bb', 'Eb', 'Gm7', 'Ab', 'Bb7', 'Eb', 'Gm7', 'Abmaj7', 'Fm7', 'Bb', 'Cm', 'Gm7', 'Abmaj7', 'Db9', 'Cm7', 'F9', 'Ab/Bb', 'Eb', 'Gm7', 'Ab', 'Bb7', 'Eb', 'Gm7', 'Cm', 'Gm7', 'Fm7', 'Cm7', 'Abmaj7', 'Bb', 'Eb', 'Gm7', 'Cm', 'Gm7', 'Fm7', 'Cm7', 'Gm7', 'Ab/Bb', 'Bb', 'Eb', 'Gm7', 'Ab', 'Bb7', 'Eb', 'Gm7', 'Abmaj7', 'Fm7', 'Bb', 'Cm', 'Gm7', 'Abmaj7', 'Db9', 'Cm7', 'F9', 'Ab/Bb', 'Bb7', 'Eb', 'Gm7', 'Ab', 'Bb7']","F9,Bb7,Fm7,Abmaj7,Cm,Eb,Db9,Cm7,Ab,Ab/Bb,Bb,Gm7",advanced,https://tabs.ultimate-guitar.com/tab/david-gates/goodbye-girl-chords-3147302
1928,it-all-depends-on-you,frank-sinatra,"['Ab6', 'Ab7', 'Abaug', 'Abmaj7', 'Bb7', 'Bb9', 'Bbm7', 'Bdim', 'Cm7', 'Dbmaj7', 'Eb7', 'Ebaug', 'Ebm7', 'F7', 'Abmaj7', 'Ab6', 'Abmaj7', 'Ab6', 'Cm7', 'Bdim', 'Bbm7', 'Eb7', 'Bbm7', 'Ebaug', 'Bbm7', 'Eb7', 'Bbm7', 'Ebaug', 'Bbm7', 'Eb7', 'Abmaj7', 'Bbm7', 'Eb7', 'Abmaj7', 'Bdim', 'Bbm7', 'Eb7', 'Ebm7', 'Ab7', 'Dbmaj7', 'Abaug', 'Bb7', 'Bb9', 'Bb7', 'Bbm7', 'Eb7', 'Eb7', 'Abdim', 'Eb7', 'Abmaj7', 'Ab6', 'Abmaj7', 'Cm7', 'F7', 'Bb7', 'Bbm7', 'Eb7', 'Abmaj7', 'Ab6', 'Bbm7', 'Eb7', 'Ebm7', 'Ab7', 'Dbmaj7', 'Abaug', 'Bb7', 'Bb9', 'Bb7', 'Bbm7', 'Eb7', 'Abdim', 'Eb7', 'Abmaj7', 'Ab6', 'Abmaj7', 'Cm7', 'F7', 'Bb7', 'Bbm7', 'Eb7', 'Abmaj7', 'Ab6', 'Bbm7', 'Eb7', 'Abmaj7', 'Ab6', 'Abmaj7', 'Ab6', 'Cm7', 'Bdim', 'Bbm7', 'Eb7', 'Bbm7', 'Ebaug', 'Bbm7', 'Eb7', 'Bbm7', 'Ebaug', 'Bbm7', 'Eb7', 'Abmaj7', 'Bbm7', 'Eb7', 'Abmaj7', 'Abdim', 'Bbm7', 'Eb7', 'Ebm7', 'Ab7', 'Dbmaj7', 'Abaug', 'Bb7', 'Bb9', 'Bb7', 'Bbm7', 'Eb7', 'Eb7', 'Abdim', 'Eb7', 'Abmaj7', 'Ab6', 'Abmaj7', 'Cm7', 'F7', 'Bb7', 'Bbm7', 'Eb7', 'Abmaj7', 'Ab6', 'Bbm7', 'Eb7']","Bb7,Eb7,Abmaj7,Dbmaj7,F7,Bdim,Ab7,Abaug,Bbm7,Cm7,Ab6,Ebm7,Ebaug,Bb9,Abdim",advanced,https://tabs.ultimate-guitar.com/tab/frank-sinatra/it-all-depends-on-you-chords-3157679
1929,7-summers,morgan-wallen,"['Cmaj7', 'Fmaj7', 'Cmaj7', 'Cmaj7', 'Fmaj7', 'Cmaj7', 'Cmaj7', 'Fmaj7', 'Dm7', 'G', 'Cmaj7', 'Am7', 'Dm7', 'G', 'Cmaj7', 'Am7', 'Dm7', 'G', 'Cmaj7', 'Am7', 'Dm7', 'G', 'Cmaj7', 'Fmaj7', 'Cmaj7', 'Cmaj7', 'Fmaj7', 'Fmaj7', 'Cmaj7', 'Cmaj7', 'Fmaj7', 'Dm7', 'G', 'Cmaj7', 'Am7', 'Dm7', 'G', 'Cmaj7', 'Am7', 'Dm7', 'G', 'Cmaj7', 'Am7', 'Dm7', 'G', 'Cmaj7', 'Fmaj7', 'Cmaj7', 'Fmaj7', 'Dm7', 'G', 'Cmaj7', 'Am7', 'Dm7', 'G', 'Cmaj7', 'Am7', 'Dm7', 'G', 'Cmaj7', 'Am7', 'Dm7', 'G', 'Cmaj7', 'Fmaj7', 'Cmaj7']","Dm7,Am7,Cmaj7,Fmaj7,G",novice,https://tabs.ultimate-guitar.com/tab/morgan-wallen/7-summers-chords-3292445
